sample_id,site_id,collection_date,year
23-230728,23,7/28/23,2023
23-230731,23,7/31/23,2023
23-230802,23,8/2/23,2023
23-230804,23,8/4/23,2023
23-230807,23,8/7/23,2023
23-230810,23,8/10/23,2023
23-230814,23,8/14/23,2023
23-230816,23,8/16/23,2023
23-230818,23,8/18/23,2023
23-230820,23,8/20/23,2023
23-230823,23,8/23/23,2023
23-230825,23,8/25/23,2023
23-230905,23,9/5/23,2023
23-230911,23,9/11/23,2023
23-230913,23,9/13/23,2023
23-230915,23,9/15/23,2023
23-230918,23,9/18/23,2023
23-230920,23,9/20/23,2023
23-230922,23,9/22/23,2023
23-230925,23,9/25/23,2023
23-230927,23,9/27/23,2023
23-230929,23,9/29/23,2023
23-231002,23,10/2/23,2023
23-231004,23,10/4/23,2023
23-231006,23,10/6/23,2023
23-231009,23,10/9/23,2023
23-231011,23,10/11/23,2023
23-231013,23,10/13/23,2023
23-231016,23,10/16/23,2023
23-231018,23,10/18/23,2023
23-231020,23,10/20/23,2023
23-231023,23,10/23/23,2023
23-231025,23,10/25/23,2023
23-231027,23,10/27/23,2023
23-231030,23,10/30/23,2023
23-231101,23,11/1/23,2023
23-231103,23,11/3/23,2023
23-231108,23,11/8/23,2023
23-231109,23,11/9/23,2023
23-231113,23,11/13/23,2023
23-231115,23,11/15/23,2023
23-231117,23,11/17/23,2023
23-231120,23,11/20/23,2023
23-231122,23,11/22/23,2023
23-231127,23,11/27/23,2023
23-231129,23,11/29/23,2023
23-231201,23,12/1/23,2023
23-231204,23,12/4/23,2023
23-231206,23,12/6/23,2023
23-231208,23,12/8/23,2023
23-231211,23,12/11/23,2023
23-231213,23,12/13/23,2023
23-231218,23,12/18/23,2023
23-231220,23,12/20/23,2023
23-231226,23,12/26/23,2023
23-231227,23,12/27/23,2023
23-231229,23,12/29/23,2023
23-240103,23,1/3/24,2024
23-240105,23,1/5/24,2024
23-240108,23,1/8/24,2024
23-240110,23,1/10/24,2024
23-240112,23,1/12/24,2024
23-240117,23,1/17/24,2024
23-240119,23,1/19/24,2024
23-240124,23,1/24/24,2024
23-240126,23,1/26/24,2024
23-240129,23,1/29/24,2024
23-240131,23,1/31/24,2024
23-240202,23,2/2/24,2024
23-240205,23,2/5/24,2024
23-240209,23,2/9/24,2024
23-240212,23,2/12/24,2024
23-240214,23,2/14/24,2024
23-240216,23,2/16/24,2024
23-240221,23,2/21/24,2024
55-220626,24,6/26/22,2022
55-220629,24,6/29/22,2022
55-220630,24,6/30/22,2022
55-220704,24,7/4/22,2022
55-220705,24,7/5/22,2022
55-220706,24,7/6/22,2022
55-220711,24,7/11/22,2022
55-220712,24,7/12/22,2022
55-220713,24,7/13/22,2022
55-220718,24,7/18/22,2022
55-220720,24,7/20/22,2022
55-220721,24,7/21/22,2022
55-220801,24,8/1/22,2022
55-220802,24,8/2/22,2022
55-220803,24,8/3/22,2022
55-220808,24,8/8/22,2022
55-220809,24,8/9/22,2022
55-220810,24,8/10/22,2022
55-220815,24,8/15/22,2022
55-220816,24,8/16/22,2022
55-220817,24,8/17/22,2022
55-220822,24,8/22/22,2022
55-220823,24,8/23/22,2022
55-220824,24,8/24/22,2022
55-220829,24,8/29/22,2022
55-220830,24,8/30/22,2022
55-220831,24,8/31/22,2022
55-220905,24,9/5/22,2022
55-220906,24,9/6/22,2022
55-220907,24,9/7/22,2022
55-220912,24,9/12/22,2022
55-220913,24,9/13/22,2022
55-220914,24,9/14/22,2022
55-220919,24,9/19/22,2022
55-220920,24,9/20/22,2022
55-220921,24,9/21/22,2022
55-220926,24,9/26/22,2022
55-220927,24,9/27/22,2022
55-220928,24,9/28/22,2022
55-221003,24,10/3/22,2022
55-221004,24,10/4/22,2022
55-221005,24,10/5/22,2022
55-221010,24,10/10/22,2022
55-221011,24,10/11/22,2022
55-221012,24,10/12/22,2022
55-221017,24,10/17/22,2022
55-221018,24,10/18/22,2022
55-221019,24,10/19/22,2022
55-221024,24,10/24/22,2022
55-221025,24,10/25/22,2022
55-221026,24,10/26/22,2022
55-221031,24,10/31/22,2022
55-221101,24,11/1/22,2022
55-221102,24,11/2/22,2022
55-221107,24,11/7/22,2022
55-221108,24,11/8/22,2022
55-221109,24,11/9/22,2022
55-221114,24,11/14/22,2022
55-221115,24,11/15/22,2022
55-221116,24,11/16/22,2022
55-221121,24,11/21/22,2022
55-221122,24,11/22/22,2022
55-221123,24,11/23/22,2022
55-221128,24,11/28/22,2022
55-221129,24,11/29/22,2022
55-221130,24,11/30/22,2022
55-221205,24,12/5/22,2022
55-221206,24,12/6/22,2022
55-221207,24,12/7/22,2022
55-221212,24,12/12/22,2022
55-221213,24,12/13/22,2022
55-221214,24,12/14/22,2022
55-221219,24,12/19/22,2022
55-221220,24,12/20/22,2022
55-221221,24,12/21/22,2022
55-221226,24,12/26/22,2022
55-221227,24,12/27/22,2022
55-221228,24,12/28/22,2022
55-230102,24,1/2/23,2023
55-230103,24,1/3/23,2023
55-230104,24,1/4/23,2023
55-230109,24,1/9/23,2023
55-230110,24,1/10/23,2023
55-230111,24,1/11/23,2023
55-230116,24,1/16/23,2023
55-230117,24,1/17/23,2023
55-230118,24,1/18/23,2023
55-230123,24,1/23/23,2023
55-230124,24,1/24/23,2023
55-230125,24,1/25/23,2023
55-230130,24,1/30/23,2023
55-230131,24,1/31/23,2023
55-230201,24,2/1/23,2023
55-230206,24,2/6/23,2023
55-230207,24,2/7/23,2023
55-230208,24,2/8/23,2023
55-230213,24,2/13/23,2023
55-230214,24,2/14/23,2023
55-230215,24,2/15/23,2023
55-230219,24,2/19/23,2023
55-230221,24,2/21/23,2023
55-230222,24,2/22/23,2023
55-230227,24,2/27/23,2023
55-230228,24,2/28/23,2023
55-230301,24,3/1/23,2023
55-230306,24,3/6/23,2023
55-230307,24,3/7/23,2023
55-230309,24,3/9/23,2023
55-230313,24,3/13/23,2023
55-230314,24,3/14/23,2023
55-230315,24,3/15/23,2023
55-230320,24,3/20/23,2023
55-230321,24,3/21/23,2023
55-230322,24,3/22/23,2023
55-230327,24,3/27/23,2023
55-230328,24,3/28/23,2023
55-230329,24,3/29/23,2023
55-230403,24,4/3/23,2023
55-230404,24,4/4/23,2023
55-230405,24,4/5/23,2023
55-230410,24,4/10/23,2023
55-230411,24,4/11/23,2023
55-230412,24,4/12/23,2023
55-230417,24,4/17/23,2023
55-230418,24,4/18/23,2023
55-230419,24,4/19/23,2023
55-230424,24,4/24/23,2023
55-230425,24,4/25/23,2023
55-230426,24,4/26/23,2023
55-230501,24,5/1/23,2023
55-230502,24,5/2/23,2023
55-230503,24,5/3/23,2023
55-230508,24,5/8/23,2023
55-230509,24,5/9/23,2023
55-230510,24,5/10/23,2023
55-230515,24,5/15/23,2023
55-230516,24,5/16/23,2023
55-230517,24,5/17/23,2023
55-230522,24,5/22/23,2023
55-230524,24,5/24/23,2023
55-230529,24,5/29/23,2023
55-230530,24,5/30/23,2023
55-230531,24,5/31/23,2023
55-230605,24,6/5/23,2023
55-230606,24,6/6/23,2023
55-230607,24,6/7/23,2023
55-230612,24,6/12/23,2023
55-230613,24,6/13/23,2023
55-230614,24,6/14/23,2023
55-230619,24,6/19/23,2023
55-230620,24,6/20/23,2023
55-230623,24,6/23/23,2023
55-230626,24,6/26/23,2023
55-230627,24,6/27/23,2023
55-230628,24,6/28/23,2023
55-230703,24,7/3/23,2023
55-230704,24,7/4/23,2023
55-230705,24,7/5/23,2023
55-230710,24,7/10/23,2023
55-230711,24,7/11/23,2023
55-230712,24,7/12/23,2023
55-230717,24,7/17/23,2023
55-230718,24,7/18/23,2023
55-230719,24,7/19/23,2023
55-230724,24,7/24/23,2023
55-230725,24,7/25/23,2023
55-230726,24,7/26/23,2023
55-230731,24,7/31/23,2023
55-230801,24,8/1/23,2023
55-230802,24,8/2/23,2023
55-230807,24,8/7/23,2023
55-230808,24,8/8/23,2023
55-230809,24,8/9/23,2023
55-230814,24,8/14/23,2023
55-230815,24,8/15/23,2023
55-230816,24,8/16/23,2023
55-230821,24,8/21/23,2023
55-230822,24,8/22/23,2023
55-230823,24,8/23/23,2023
55-230828,24,8/28/23,2023
55-230829,24,8/29/23,2023
55-230830,24,8/30/23,2023
55-230905,24,9/5/23,2023
55-230906,24,9/6/23,2023
55-230907,24,9/7/23,2023
55-230911,24,9/11/23,2023
55-230912,24,9/12/23,2023
55-230913,24,9/13/23,2023
55-230918,24,9/18/23,2023
55-230919,24,9/19/23,2023
55-230920,24,9/20/23,2023
55-230925,24,9/25/23,2023
55-230926,24,9/26/23,2023
55-230927,24,9/27/23,2023
55-231002,24,10/2/23,2023
55-231003,24,10/3/23,2023
55-231004,24,10/4/23,2023
55-231009,24,10/9/23,2023
55-231010,24,10/10/23,2023
55-231011,24,10/11/23,2023
55-231016,24,10/16/23,2023
55-231017,24,10/17/23,2023
55-231018,24,10/18/23,2023
55-231023,24,10/23/23,2023
55-231024,24,10/24/23,2023
55-231025,24,10/25/23,2023
55-231030,24,10/30/23,2023
55-231031,24,10/31/23,2023
55-231101,24,11/1/23,2023
55-231106,24,11/6/23,2023
55-231107,24,11/7/23,2023
55-231108,24,11/8/23,2023
55-231113,24,11/13/23,2023
55-231114,24,11/14/23,2023
55-231115,24,11/15/23,2023
55-231120,24,11/20/23,2023
55-231121,24,11/21/23,2023
55-231122,24,11/22/23,2023
55-231127,24,11/27/23,2023
55-231128,24,11/28/23,2023
55-231129,24,11/29/23,2023
55-231204,24,12/4/23,2023
55-231205,24,12/5/23,2023
55-231206,24,12/6/23,2023
55-231211,24,12/11/23,2023
55-231212,24,12/12/23,2023
55-231213,24,12/13/23,2023
55-231218,24,12/18/23,2023
55-231219,24,12/19/23,2023
55-231220,24,12/20/23,2023
55-231225,24,12/25/23,2023
55-231226,24,12/26/23,2023
55-231227,24,12/27/23,2023
55-240101,24,1/1/24,2024
55-240102,24,1/2/24,2024
55-240103,24,1/3/24,2024
55-240108,24,1/8/24,2024
55-240109,24,1/9/24,2024
55-240110,24,1/10/24,2024
55-240115,24,1/15/24,2024
55-240116,24,1/16/24,2024
55-240117,24,1/17/24,2024
55-240122,24,1/22/24,2024
55-240123,24,1/23/24,2024
55-240124,24,1/24/24,2024
55-240129,24,1/29/24,2024
55-240130,24,1/30/24,2024
55-240131,24,1/31/24,2024
55-240205,24,2/5/24,2024
55-240206,24,2/6/24,2024
55-240207,24,2/7/24,2024
55-240212,24,2/12/24,2024
55-240213,24,2/13/24,2024
55-240214,24,2/14/24,2024
55-240219,24,2/19/24,2024
55-240220,24,2/20/24,2024
75-220815,25,8/15/22,2022
75-220817,25,8/17/22,2022
75-220819,25,8/19/22,2022
75-220822,25,8/22/22,2022
75-220824,25,8/24/22,2022
75-220826,25,8/26/22,2022
75-220829,25,8/29/22,2022
75-220831,25,8/31/22,2022
75-220902,25,9/2/22,2022
75-220907,25,9/7/22,2022
75-220909,25,9/9/22,2022
75-220912,25,9/12/22,2022
75-220914,25,9/14/22,2022
75-220916,25,9/16/22,2022
75-220919,25,9/19/22,2022
75-220921,25,9/21/22,2022
75-220926,25,9/26/22,2022
75-220928,25,9/28/22,2022
75-220930,25,9/30/22,2022
75-221003,25,10/3/22,2022
75-221005,25,10/5/22,2022
75-221007,25,10/7/22,2022
75-221010,25,10/10/22,2022
75-221012,25,10/12/22,2022
75-221014,25,10/14/22,2022
75-221017,25,10/17/22,2022
75-221019,25,10/19/22,2022
75-221021,25,10/21/22,2022
75-221024,25,10/24/22,2022
75-221026,25,10/26/22,2022
75-221028,25,10/28/22,2022
75-221031,25,10/31/22,2022
75-221102,25,11/2/22,2022
75-221104,25,11/4/22,2022
75-221107,25,11/7/22,2022
75-221109,25,11/9/22,2022
75-221111,25,11/11/22,2022
75-221114,25,11/14/22,2022
75-221116,25,11/16/22,2022
75-221118,25,11/18/22,2022
75-221121,25,11/21/22,2022
75-221123,25,11/23/22,2022
75-221128,25,11/28/22,2022
75-221130,25,11/30/22,2022
75-221202,25,12/2/22,2022
75-221205,25,12/5/22,2022
75-221207,25,12/7/22,2022
75-221208,25,12/8/22,2022
75-221212,25,12/12/22,2022
75-221214,25,12/14/22,2022
75-221216,25,12/16/22,2022
75-221219,25,12/19/22,2022
75-221221,25,12/21/22,2022
75-221223,25,12/23/22,2022
75-221228,25,12/28/22,2022
75-221230,25,12/30/22,2022
75-230102,25,1/2/23,2023
75-230104,25,1/4/23,2023
75-230106,25,1/6/23,2023
75-230109,25,1/9/23,2023
75-230111,25,1/11/23,2023
75-230112,25,1/12/23,2023
75-230118,25,1/18/23,2023
75-230120,25,1/20/23,2023
75-230123,25,1/23/23,2023
75-230124,25,1/24/23,2023
75-230127,25,1/27/23,2023
75-230130,25,1/30/23,2023
75-230201,25,2/1/23,2023
75-230206,25,2/6/23,2023
75-230208,25,2/8/23,2023
75-230210,25,2/10/23,2023
75-230213,25,2/13/23,2023
75-230215,25,2/15/23,2023
75-230217,25,2/17/23,2023
75-230220,25,2/20/23,2023
75-230222,25,2/22/23,2023
75-230328,25,3/28/23,2023
75-230330,25,3/30/23,2023
75-230403,25,4/3/23,2023
75-230404,25,4/4/23,2023
75-230407,25,4/7/23,2023
75-230410,25,4/10/23,2023
75-230412,25,4/12/23,2023
75-230414,25,4/14/23,2023
75-230417,25,4/17/23,2023
75-230419,25,4/19/23,2023
75-230421,25,4/21/23,2023
75-230424,25,4/24/23,2023
75-230426,25,4/26/23,2023
75-230428,25,4/28/23,2023
75-230430,25,4/30/23,2023
75-230503,25,5/3/23,2023
75-230508,25,5/8/23,2023
75-230510,25,5/10/23,2023
75-230515,25,5/15/23,2023
75-230518,25,5/18/23,2023
75-230519,25,5/19/23,2023
75-230522,25,5/22/23,2023
75-230524,25,5/24/23,2023
75-230602,25,6/2/23,2023
75-230605,25,6/5/23,2023
75-230607,25,6/7/23,2023
75-230609,25,6/9/23,2023
75-230612,25,6/12/23,2023
75-230619,25,6/19/23,2023
75-230621,25,6/21/23,2023
75-230626,25,6/26/23,2023
75-230628,25,6/28/23,2023
75-230718,25,7/18/23,2023
75-230724,25,7/24/23,2023
75-230802,25,8/2/23,2023
75-230804,25,8/4/23,2023
75-230806,25,8/6/23,2023
75-230809,25,8/9/23,2023
75-230811,25,8/11/23,2023
75-230814,25,8/14/23,2023
75-230816,25,8/16/23,2023
75-230818,25,8/18/23,2023
75-230823,25,8/23/23,2023
75-230825,25,8/25/23,2023
75-230901,25,9/1/23,2023
75-230906,25,9/6/23,2023
75-230908,25,9/8/23,2023
75-230911,25,9/11/23,2023
75-230918,25,9/18/23,2023
75-230920,25,9/20/23,2023
75-230922,25,9/22/23,2023
75-230925,25,9/25/23,2023
75-230929,25,9/29/23,2023
75-231001,25,10/1/23,2023
75-231006,25,10/6/23,2023
75-231009,25,10/9/23,2023
75-231011,25,10/11/23,2023
75-231013,25,10/13/23,2023
75-231018,25,10/18/23,2023
75-231020,25,10/20/23,2023
75-231023,25,10/23/23,2023
75-231025,25,10/25/23,2023
75-231027,25,10/27/23,2023
75-231030,25,10/30/23,2023
75-231101,25,11/1/23,2023
75-231103,25,11/3/23,2023
75-231108,25,11/8/23,2023
75-231110,25,11/10/23,2023
75-231113,25,11/13/23,2023
75-231115,25,11/15/23,2023
75-231117,25,11/17/23,2023
75-231122,25,11/22/23,2023
75-231124,25,11/24/23,2023
75-231127,25,11/27/23,2023
75-231129,25,11/29/23,2023
75-231201,25,12/1/23,2023
75-231206,25,12/6/23,2023
75-231208,25,12/8/23,2023
75-231211,25,12/11/23,2023
75-231213,25,12/13/23,2023
75-231215,25,12/15/23,2023
75-231218,25,12/18/23,2023
75-231220,25,12/20/23,2023
75-231222,25,12/22/23,2023
75-231225,25,12/25/23,2023
75-231227,25,12/27/23,2023
75-231229,25,12/29/23,2023
75-240103,25,1/3/24,2024
75-240105,25,1/5/24,2024
75-240108,25,1/8/24,2024
75-240110,25,1/10/24,2024
75-240112,25,1/12/24,2024
75-240117,25,1/17/24,2024
75-240119,25,1/19/24,2024
75-240122,25,1/22/24,2024
75-240124,25,1/24/24,2024
75-240126,25,1/26/24,2024
75-240129,25,1/29/24,2024
75-240131,25,1/31/24,2024
75-240205,25,2/5/24,2024
75-240207,25,2/7/24,2024
75-240211,25,2/11/24,2024
75-240212,25,2/12/24,2024
75-240219,25,2/19/24,2024
75-240221,25,2/21/24,2024
24-220321,26,3/21/22,2022
24-220324,26,3/24/22,2022
24-220325,26,3/25/22,2022
24-220328,26,3/28/22,2022
24-220331,26,3/31/22,2022
24-220401,26,4/1/22,2022
24-220404,26,4/4/22,2022
24-220407,26,4/7/22,2022
24-220408,26,4/8/22,2022
24-220411,26,4/11/22,2022
24-220414,26,4/14/22,2022
24-220415,26,4/15/22,2022
24-220418,26,4/18/22,2022
24-220421,26,4/21/22,2022
24-220422,26,4/22/22,2022
24-220425,26,4/25/22,2022
24-220428,26,4/28/22,2022
24-220429,26,4/29/22,2022
24-220502,26,5/2/22,2022
24-220505,26,5/5/22,2022
24-220506,26,5/6/22,2022
24-220509,26,5/9/22,2022
24-220512,26,5/12/22,2022
24-220513,26,5/13/22,2022
24-220516,26,5/16/22,2022
24-220519,26,5/19/22,2022
24-220520,26,5/20/22,2022
24-220523,26,5/23/22,2022
24-220526,26,5/26/22,2022
24-220527,26,5/27/22,2022
24-220531,26,5/31/22,2022
24-220602,26,6/2/22,2022
24-220606,26,6/6/22,2022
24-220613,26,6/13/22,2022
24-220616,26,6/16/22,2022
24-220617,26,6/17/22,2022
24-220623,26,6/23/22,2022
24-220624,26,6/24/22,2022
24-220627,26,6/27/22,2022
24-220630,26,6/30/22,2022
24-220701,26,7/1/22,2022
24-220707,26,7/7/22,2022
24-220708,26,7/8/22,2022
24-220711,26,7/11/22,2022
24-220714,26,7/14/22,2022
24-220715,26,7/15/22,2022
24-220718,26,7/18/22,2022
24-220721,26,7/21/22,2022
24-220722,26,7/22/22,2022
24-220725,26,7/25/22,2022
24-220728,26,7/28/22,2022
24-220729,26,7/29/22,2022
24-220801,26,8/1/22,2022
24-220804,26,8/4/22,2022
24-220805,26,8/5/22,2022
24-220808,26,8/8/22,2022
24-220811,26,8/11/22,2022
24-220812,26,8/12/22,2022
24-220815,26,8/15/22,2022
24-220818,26,8/18/22,2022
24-220819,26,8/19/22,2022
24-220822,26,8/22/22,2022
24-220825,26,8/25/22,2022
24-220826,26,8/26/22,2022
24-220830,26,8/30/22,2022
24-220901,26,9/1/22,2022
24-220902,26,9/2/22,2022
24-220906,26,9/6/22,2022
24-220908,26,9/8/22,2022
24-220909,26,9/9/22,2022
24-220912,26,9/12/22,2022
24-220915,26,9/15/22,2022
24-220916,26,9/16/22,2022
24-220919,26,9/19/22,2022
24-220922,26,9/22/22,2022
24-220923,26,9/23/22,2022
24-220926,26,9/26/22,2022
24-220929,26,9/29/22,2022
24-220930,26,9/30/22,2022
24-221004,26,10/4/22,2022
24-221006,26,10/6/22,2022
24-221007,26,10/7/22,2022
24-221010,26,10/10/22,2022
24-221013,26,10/13/22,2022
24-221014,26,10/14/22,2022
24-221017,26,10/17/22,2022
24-221020,26,10/20/22,2022
24-221021,26,10/21/22,2022
24-221024,26,10/24/22,2022
24-221027,26,10/27/22,2022
24-221028,26,10/28/22,2022
24-221031,26,10/31/22,2022
24-221103,26,11/3/22,2022
24-221104,26,11/4/22,2022
24-221107,26,11/7/22,2022
24-221110,26,11/10/22,2022
24-221114,26,11/14/22,2022
24-221117,26,11/17/22,2022
24-221118,26,11/18/22,2022
24-221122,26,11/22/22,2022
24-221128,26,11/28/22,2022
24-221201,26,12/1/22,2022
24-221202,26,12/2/22,2022
24-221205,26,12/5/22,2022
24-221208,26,12/8/22,2022
24-221209,26,12/9/22,2022
24-221212,26,12/12/22,2022
24-221215,26,12/15/22,2022
24-221216,26,12/16/22,2022
24-221219,26,12/19/22,2022
24-221229,26,12/29/22,2022
24-230105,26,1/5/23,2023
24-230109,26,1/9/23,2023
24-230112,26,1/12/23,2023
24-230113,26,1/13/23,2023
24-230117,26,1/17/23,2023
24-230119,26,1/19/23,2023
24-230120,26,1/20/23,2023
24-230123,26,1/23/23,2023
24-230126,26,1/26/23,2023
24-230127,26,1/27/23,2023
24-230131,26,1/31/23,2023
24-230202,26,2/2/23,2023
24-230203,26,2/3/23,2023
24-230206,26,2/6/23,2023
24-230209,26,2/9/23,2023
24-230210,26,2/10/23,2023
24-230214,26,2/14/23,2023
24-230216,26,2/16/23,2023
24-230221,26,2/21/23,2023
24-230223,26,2/23/23,2023
24-230224,26,2/24/23,2023
24-230227,26,2/27/23,2023
24-230302,26,3/2/23,2023
24-230306,26,3/6/23,2023
24-230309,26,3/9/23,2023
24-230310,26,3/10/23,2023
24-230313,26,3/13/23,2023
24-230316,26,3/16/23,2023
24-230317,26,3/17/23,2023
24-230320,26,3/20/23,2023
24-230323,26,3/23/23,2023
24-230324,26,3/24/23,2023
24-230327,26,3/27/23,2023
24-230330,26,3/30/23,2023
24-230331,26,3/31/23,2023
24-230403,26,4/3/23,2023
24-230406,26,4/6/23,2023
24-230407,26,4/7/23,2023
24-230410,26,4/10/23,2023
24-230413,26,4/13/23,2023
24-230414,26,4/14/23,2023
24-230417,26,4/17/23,2023
24-230420,26,4/20/23,2023
24-230421,26,4/21/23,2023
24-230424,26,4/24/23,2023
24-230427,26,4/27/23,2023
24-230428,26,4/28/23,2023
24-230501,26,5/1/23,2023
24-230504,26,5/4/23,2023
24-230505,26,5/5/23,2023
24-230508,26,5/8/23,2023
24-230511,26,5/11/23,2023
24-230512,26,5/12/23,2023
24-230515,26,5/15/23,2023
24-230518,26,5/18/23,2023
24-230519,26,5/19/23,2023
24-230522,26,5/22/23,2023
24-230525,26,5/25/23,2023
24-230526,26,5/26/23,2023
24-230530,26,5/30/23,2023
24-230601,26,6/1/23,2023
24-230602,26,6/2/23,2023
24-230605,26,6/5/23,2023
24-230608,26,6/8/23,2023
24-230612,26,6/12/23,2023
24-230615,26,6/15/23,2023
24-230616,26,6/16/23,2023
24-230619,26,6/19/23,2023
24-230622,26,6/22/23,2023
24-230626,26,6/26/23,2023
24-230629,26,6/29/23,2023
24-230630,26,6/30/23,2023
24-230703,26,7/3/23,2023
24-230706,26,7/6/23,2023
24-230707,26,7/7/23,2023
24-230710,26,7/10/23,2023
24-230713,26,7/13/23,2023
24-230714,26,7/14/23,2023
24-230724,26,7/24/23,2023
24-230727,26,7/27/23,2023
24-230728,26,7/28/23,2023
24-230731,26,7/31/23,2023
24-230803,26,8/3/23,2023
24-230804,26,8/4/23,2023
24-230807,26,8/7/23,2023
24-230810,26,8/10/23,2023
24-230811,26,8/11/23,2023
24-230814,26,8/14/23,2023
24-230817,26,8/17/23,2023
24-230818,26,8/18/23,2023
24-230821,26,8/21/23,2023
24-230824,26,8/24/23,2023
24-230825,26,8/25/23,2023
24-230828,26,8/28/23,2023
24-230831,26,8/31/23,2023
24-230901,26,9/1/23,2023
24-230905,26,9/5/23,2023
24-230907,26,9/7/23,2023
24-230908,26,9/8/23,2023
24-230911,26,9/11/23,2023
24-230912,26,9/12/23,2023
24-230914,26,9/14/23,2023
24-230918,26,9/18/23,2023
24-230919,26,9/19/23,2023
24-230921,26,9/21/23,2023
24-230925,26,9/25/23,2023
24-230926,26,9/26/23,2023
24-230928,26,9/28/23,2023
24-230929,26,9/29/23,2023
24-231002,26,10/2/23,2023
24-231003,26,10/3/23,2023
24-231005,26,10/5/23,2023
24-231009,26,10/9/23,2023
24-231010,26,10/10/23,2023
24-231012,26,10/12/23,2023
24-231016,26,10/16/23,2023
24-231017,26,10/17/23,2023
24-231018,26,10/18/23,2023
24-231019,26,10/19/23,2023
24-231023,26,10/23/23,2023
24-231026,26,10/26/23,2023
24-231027,26,10/27/23,2023
24-231030,26,10/30/23,2023
24-231102,26,11/2/23,2023
24-231103,26,11/3/23,2023
24-231106,26,11/6/23,2023
24-231113,26,11/13/23,2023
24-231114,26,11/14/23,2023
24-231116,26,11/16/23,2023
24-231120,26,11/20/23,2023
24-231121,26,11/21/23,2023
24-231127,26,11/27/23,2023
24-231128,26,11/28/23,2023
24-231130,26,11/30/23,2023
24-231204,26,12/4/23,2023
24-231205,26,12/5/23,2023
24-231207,26,12/7/23,2023
24-231211,26,12/11/23,2023
24-231212,26,12/12/23,2023
24-231214,26,12/14/23,2023
24-231218,26,12/18/23,2023
24-231219,26,12/19/23,2023
24-231221,26,12/21/23,2023
24-231226,26,12/26/23,2023
24-231228,26,12/28/23,2023
24-240104,26,1/4/24,2024
24-240108,26,1/8/24,2024
24-240109,26,1/9/24,2024
24-240111,26,1/11/24,2024
24-240116,26,1/16/24,2024
24-240118,26,1/18/24,2024
24-240122,26,1/22/24,2024
24-240123,26,1/23/24,2024
24-240124,26,1/24/24,2024
24-240130,26,1/30/24,2024
24-240201,26,2/1/24,2024
24-240205,26,2/5/24,2024
24-240206,26,2/6/24,2024
24-240208,26,2/8/24,2024
24-240214,26,2/14/24,2024
24-240215,26,2/15/24,2024
24-240220,26,2/20/24,2024
24-240222,26,2/22/24,2024
175-230123,27,1/23/23,2023
175-230125,27,1/25/23,2023
175-230127,27,1/27/23,2023
175-230130,27,1/30/23,2023
175-230201,27,2/1/23,2023
175-230203,27,2/3/23,2023
175-230206,27,2/6/23,2023
175-230208,27,2/8/23,2023
175-230210,27,2/10/23,2023
175-230213,27,2/13/23,2023
175-230215,27,2/15/23,2023
175-230217,27,2/17/23,2023
175-230224,27,2/24/23,2023
175-230227,27,2/27/23,2023
175-230301,27,3/1/23,2023
175-230303,27,3/3/23,2023
175-230306,27,3/6/23,2023
175-230308,27,3/8/23,2023
175-230310,27,3/10/23,2023
175-230313,27,3/13/23,2023
175-230315,27,3/15/23,2023
175-230317,27,3/17/23,2023
175-230320,27,3/20/23,2023
175-230322,27,3/22/23,2023
175-230324,27,3/24/23,2023
175-230327,27,3/27/23,2023
175-230329,27,3/29/23,2023
175-230331,27,3/31/23,2023
175-230403,27,4/3/23,2023
175-230405,27,4/5/23,2023
175-230407,27,4/7/23,2023
175-230410,27,4/10/23,2023
175-230412,27,4/12/23,2023
175-230414,27,4/14/23,2023
175-230419,27,4/19/23,2023
175-230421,27,4/21/23,2023
175-230424,27,4/24/23,2023
175-230426,27,4/26/23,2023
175-230428,27,4/28/23,2023
175-230501,27,5/1/23,2023
175-230503,27,5/3/23,2023
175-230505,27,5/5/23,2023
175-230508,27,5/8/23,2023
175-230510,27,5/10/23,2023
175-230512,27,5/12/23,2023
175-230515,27,5/15/23,2023
175-230517,27,5/17/23,2023
175-230519,27,5/19/23,2023
175-230522,27,5/22/23,2023
175-230524,27,5/24/23,2023
175-230526,27,5/26/23,2023
175-230529,27,5/29/23,2023
175-230531,27,5/31/23,2023
175-230602,27,6/2/23,2023
175-230605,27,6/5/23,2023
175-230607,27,6/7/23,2023
175-230609,27,6/9/23,2023
175-230612,27,6/12/23,2023
175-230614,27,6/14/23,2023
175-230616,27,6/16/23,2023
175-230619,27,6/19/23,2023
175-230621,27,6/21/23,2023
175-230623,27,6/23/23,2023
175-230626,27,6/26/23,2023
175-230628,27,6/28/23,2023
175-230630,27,6/30/23,2023
175-230703,27,7/3/23,2023
175-230705,27,7/5/23,2023
175-230707,27,7/7/23,2023
175-230710,27,7/10/23,2023
175-230712,27,7/12/23,2023
175-230714,27,7/14/23,2023
175-230717,27,7/17/23,2023
175-230719,27,7/19/23,2023
175-230721,27,7/21/23,2023
175-230724,27,7/24/23,2023
175-230726,27,7/26/23,2023
175-230728,27,7/28/23,2023
175-230731,27,7/31/23,2023
175-230802,27,8/2/23,2023
175-230804,27,8/4/23,2023
175-230807,27,8/7/23,2023
175-230809,27,8/9/23,2023
175-230811,27,8/11/23,2023
175-230814,27,8/14/23,2023
175-230816,27,8/16/23,2023
175-230818,27,8/18/23,2023
